Name	CR	Alignment	Size	Base_Speed	Fly_Speed	Swim_Speed	Source	Type	subtype1	subtype2	subtype3	subtype4	subtype5	subtype6
Bone Delver	2	CE	Medium	30	0	0	Tome of Horrors 4	undead						
Bone Devil	9	LE	Large	40	60	0	PFRPG Bestiary	outsider	devil	evil	extraplanar	lawful		
Bone Golem	8	N	Large	30	0	0	PFRPG Bestiary 3	construct						
Bone Idol	2	N	Diminutive	10	0	0	AP 27	construct						
Bone Swarm	4	NE	Tiny	30	0	0	Tome of Horrors 4	undead	swarm					
Bonesnapper	3	N	Medium	30	0	0	Tome of Horrors Complete	magical beast						
Bonesucker	7	NE	Large	20	0	0	Tome of Horrors Complete	aberration						
Boobrie	5	N	Large	30	0	30	Tome of Horrors 4	magical beast	aquatic					
Boreal Creature	7	CE	Large	30	0	0	Irrisen Land Of Eternal Winter	monstrous humanoid	cold					
Borsin	3	N	Medium	45	0	0	Tome of Horrors 4	monstrous humanoid						
Boruta	9	N	Medium	30	0	0	AP 44	plant						
Botfly Swarm	4	N	Fine	0	60	0	Heart of the Jungle	vermin	swarm					
Bottled Armada	6	N	Tiny	0	40	0	AP 57	construct	swarm					
Brachiosaurus	10	N	Gargantuan	30	0	0	PFRPG Bestiary	animal						
Brain Ooze	7	NE	Tiny	5	0	0	PFRPG Bestiary 3	ooze						
Bralani Azata	6	CG	Medium	40	100	0	PFRPG Bestiary	outsider	azata	chaotic	extraplanar	good		
Brass Golem	14	N	Huge	40	0	0	PFRPG Bestiary 3	construct						
Brass Man	7	N	Large	30	0	0	Tome of Horrors Complete	construct	extraplanar	fire				
Brethedan	5	N	Large	0	0	0	PFRPG Bestiary 4	aberration						
Brijidine	17	CG	Medium	40	60	0	PFRPG Bestiary 2	outsider	azata	chaotic	earth	extraplanar	fire	good
Brimorak	5	CE	Small	30	0	0	Book of the Damned V2	outsider	chaotic	demon	evil	extraplanar	fire	
Brine Drake	9	NE	Large	20	0	60	Tome of Horrors 4	dragon	aquatic					
Brine Zombie	1	NE	Medium	30	0	30	Tome of Horrors Complete	undead	aquatic					
Broken Soul Lillend	9	CE	Large	20	0	0	PFRPG Bestiary 4	outsider	azata	chaotic	extraplanar	evil		
Brontotherium	8	N	Huge	40	0	0	Tome of Horrors Complete	animal						
Bronze Giant	11	N	Huge	40	0	0	Tome of Horrors Complete	humanoid	giant					
Bronze Minotaur	11	N	Large	20	0	0	Tome of Horrors 4	construct						
Bronze Sentinel	3	N	Small	40	0	0	AP 62	construct						
Brown Pudding	7	N	Huge	20	0	0	Tome of Horrors Complete	ooze						
Brownie	1	N	Tiny	20	0	0	PFRPG Bestiary 2	fey						
Brownie	1	LG	Tiny	20	0	0	Tome of Horrors Complete	fey						
Brume	10	NE	Large	20	0	0	Tome of Horrors Complete	aberration	evil	extraplanar				
Brush Thylacine	2	N	Medium	30	0	0	AP 31	animal						
Brykolakas	6	CE	Medium	30	0	40	Tome of Horrors Complete	undead	aquatic					
Bucentaur	6	CE	Large	40	0	0	Tome of Horrors 4	monstrous humanoid						
Buckawn	2	N	Small	30	0	0	Tome of Horrors Complete	fey						
Bugbear	2	CE	Medium	30	0	0	PFRPG Bestiary	humanoid	goblinoid					
Buggane	5	CE	Large	30	0	0	PFRPG Bestiary 4	monstrous humanoid						
Bulette	7	N	Huge	40	0	0	PFRPG Bestiary	magical beast						
Bull Shark	2	N	Medium	0	0	60	PFRPG Bestiary 4	animal	aquatic					
Bunyip	4	N	Medium	0	0	50	Tome of Horrors Complete	magical beast	aquatic					
Bunyip	3	N	Medium	10	0	50	PFRPG Bestiary 2	magical beast	aquatic					
Burning Dervish	7	LE	Medium	30	0	0	Tome of Horrors Complete	outsider	extraplanar	fire				
Burning Ghat	3	CE	Medium	30	0	0	Tome of Horrors 4	undead	fire					
Burrowing Lamprey	2	N	Small	5	30	0	Tome of Horrors 4	magical beast	aquatic					
Bythos	16	N	Large	0	40	0	PFRPG Bestiary 2	outsider	aeon	extraplanar				
Caasimolar	23	LE	Medium	50	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Cacodaemon	12	NE	Medium	30	0	0	Tome of Horrors Complete	outsider	daemon	evil	extraplanar			
Cacodaemon	2	NE	Tiny	5	50	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Cactant	6	CG	Huge	30	0	0	Tome of Horrors 4	plant						
Cadaver	2	CE	Medium	30	0	0	Tome of Horrors Complete	undead						
Cairn Linnorm	18	CE	Gargantuan	40	100	0	PFRPG Bestiary 3	dragon						
Cairn Wight	4	LE	Medium	30	0	0	d20pfsrd	undead						
Caizel	16	CE	Medium	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Calathgar	4	N	Small	20	0	0	AP 34	plant						
Calikang	12	LN	Large	30	0	0	Inner Sea World Guide	monstrous humanoid						
Cambion	2	CE	Medium	30	0	0	AP 76	outsider	chaotic	demon	evil	extraplanar		
Cambion Demon	6	CE	Medium	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Camel	1	N	Large	50	0	0	PFRPG Bestiary 2	animal						
Camulatz	9	CE	Large	10	80	0	AP 39	magical beast						
Cannon Golem	15	N	Large	30	0	0	PFRPG Bestiary 3	construct						
Canopy Creeper	8	N	Huge	20	0	0	AP 56	plant						
Capramace	7	N	Large	50	0	0	Wardens Of The Reborn Forge	aberration						
Carbuncle	0.50	N	Small	10	0	0	Tome of Horrors Complete	aberration						
Carbuncle	1	N	Tiny	20	0	0	PFRPG Bestiary 3	magical beast						
Carnivorous Blob	13	N	Colossal	20	0	20	PFRPG Bestiary 2	ooze						
Carnivorous Crystal	11	N	Medium	10	0	0	PFRPG Bestiary 3	ooze	earth	extraplanar				
Carrion Claw	6	NE	Large	40	0	0	Tome of Horrors 4	magical beast						
Carrion Golem	4	N	Medium	30	0	0	PFRPG Bestiary 2	construct						
Carrion Moth	5	N	Large	30	60	0	Tome of Horrors Complete	aberration						
Carrionstorm	1	NE	Tiny	10	0	0	RotRL-AE-Appendix	undead	swarm					
Caryatid Column	3	N	Medium	20	0	0	PFRPG Bestiary 3	construct						
Caryatid Column	3	N	Medium	20	0	0	Tome of Horrors Complete	construct						
Cassisian	2	NG	Small	0	60	0	PFRPG Bestiary 2	outsider	angel	extraplanar	good			
Cat	0.25	N	Tiny	30	0	0	PFRPG Bestiary	animal						
Cat Lord	11	NG	Medium	30	0	0	PFRPG Bestiary 3	outsider	native	shapechanger				
Cat Lord	15	N	Medium	60	0	0	Tome of Horrors Complete	outsider	native	shapechanger				
Caterprism	6	N	Large	30	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Caterwaul	4	CE	Medium	50	0	0	Tome of Horrors Complete	magical beast						
Catfolk	0.50	NG	Medium	30	0	0	PFRPG Bestiary 3	humanoid	catfolk					
Catoblepas	12	N	Large	40	0	20	PFRPG Bestiary 2	magical beast						
Catrina	5	N	Medium	30	0	0	PFRPG Bestiary 4	outsider	extraplanar	psychopomp				
Cauchemar	11	NE	Huge	40	90	0	PFRPG Bestiary	outsider	evil	extraplanar				
Caulborn	7	N	Medium	30	0	0	PFRPG Bestiary 3	outsider	extraplanar					
Cave Cricket	0.50	N	Small	30	0	0	Tome of Horrors Complete	vermin						
Cave Fisher	2	N	Medium	20	0	0	PFRPG Bestiary	vermin						
Cave Fisher	2	N	Medium	20	0	0	Tome of Horrors Complete	vermin						
Cave Giant	9	CE	Huge	30	0	0	Tome of Horrors Complete	humanoid	giant					
Cave Giant	6	CE	Large	40	0	0	PFRPG Bestiary 3	humanoid	giant					
Cave Leech	6	N	Medium	40	0	30	Tome of Horrors Complete	magical beast						
Cave Lion	6	N	Large	40	0	0	Tome of Horrors Complete	animal						
Cave Moray	2	N	Medium	20	0	0	Tome of Horrors Complete	magical beast						
Cave Scorpion	1	N	Medium	60	0	0	PFRPG Bestiary 2	vermin						
Cave Troll	4	CE	Medium	60	0	0	Tome of Horrors Complete	humanoid	giant					
Cavern Crawler	4	N	Medium	30	0	0	Tome of Horrors 4	magical beast						
Cavern Lizard	4	N	Large	30	0	0	Tome of Horrors Complete	magical beast						
Cayhound	5	CG	Medium	40	0	0	Inner Sea Bestiary	outsider						
Cecaelia	5	CN	Medium	30	0	40	PFRPG Bestiary 3	monstrous humanoid	aquatic					
Centaur	3	N	Large	50	35	0	PFRPG Bestiary	monstrous humanoid						
Centipede Swarm	4	N	Diminutive	30	0	0	PFRPG Bestiary	vermin	swarm					
Cephalophore	8	N	Large	20	0	0	PFRPG Bestiary 4	construct						
Ceratioidi	3	N	Medium	30	0	50	PFRPG Bestiary 3	monstrous humanoid	aquatic					
Cerberi	6	LE	Medium	40	0	0	PFRPG Bestiary 3	outsider	evil	extraplanar	lawful			
Cerberus	23	NE	Huge	60	0	0	Tome of Horrors Complete	magical beast	evil	extraplanar				
Cerebral Stalker	8	CE	Medium	30	0	0	Tome of Horrors Complete	aberration						
Cerebric Fungus	3	N	Medium	30	0	0	PFRPG Bestiary 3	plant						
Cernunnos	30	CG	Large	40	0	0	PFRPG Bestiary 4	outsider	azata	chaotic	extraplanar	good		
Ceru	2	NG	Tiny	20	0	0	Inner Sea Bestiary	magical beast						
Cervinal	17	NG	Large	30	0	0	Chronicle Of The Righteous	outsider	agathion	extraplanar	good			
Cetaceal	15	NG	Medium	10	0	80	PFRPG Bestiary 2	outsider	agathion	aquatic	extraplanar	good		
Ceustodaemon	6	NE	Large	30	0	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Chaaor Demon	11	CE	Large	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Chain Worm	12	N	Large	30	0	0	Tome of Horrors Complete	vermin						
Chalkydri	14	NG	Medium	40	90	0	Tome of Horrors Complete	outsider	angel	extraplanar	good			
Chaneque	1	NE	Small	20	60	0	PFRPG Bestiary 4	fey	mythic					
Changeling	0.50	LN	Medium	30	0	0	AP 43	humanoid	changeling					
Changeling	0.50	LN	Medium	30	0	0	PFRPG Bestiary 4	humanoid	changeling					
Chaos Beast	7	CN	Medium	20	0	0	PFRPG Bestiary 2	outsider	chaotic	extraplanar				
Char Shambler	11	CE	Medium	20	0	0	Tome of Horrors 4	magical beast	fire					
Charau-Ka	2	CE	Small	30	0	0	Inner Sea World Guide	humanoid	charau-ka					
Charda	7	CN	Small	20	0	60	PFRPG Bestiary 2	monstrous humanoid	aquatic					
Charnel Colossus	19	NE	Colossal	30	0	0	Inner Sea Bestiary	undead						
Charon	23	NE	Medium	50	0	0	Tome of Horrors Complete	outsider	daemon	evil	extraplanar			
Charonodaemon	9	NE	Medium	40	0	0	Tome of Horrors Complete	outsider	daemon	evil	extraplanar			
Charybdis	13	CN	Gargantuan	20	0	50	PFRPG Bestiary 2	aberration	aquatic					
Cheetah	2	N	Medium	50	0	0	PFRPG Bestiary	animal						
Chemnosit	23	CE	Colossal	40	0	0	Inner Sea Bestiary	magical beast						
Chemosit	4	N	Large	40	0	0	AP 38	magical beast						
Chernobue	12	CE	Large	40	0	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar	qlippoth		
Cherum	22	NE	Colossal	30	0	0	Tome of Horrors Complete	aberration	fire					
Chickcharney	3	N	Small	20	0	0	Isles Of The Shackles	magical beast						
Chike	2	NE	Large	30	0	30	Tome of Horrors 4	humanoid	reptilian					
Chimera	7	CE	Large	30	50	0	PFRPG Bestiary	magical beast						
Choker	2	CE	Small	20	0	0	PFRPG Bestiary	aberration						
Choleric Ooze Swarm	2	N	Tiny	10	0	0	AP 43	ooze	swarm					
Chon Chon	0.50	CN	Tiny	10	0	0	AP 53	aberration						
Chon Chon Swarm	3	CN	Tiny	10	0	0	AP 53	aberration	swarm					
Choral Angel	6	NG	Small	40	0	0	Chronicle Of The Righteous	outsider	angel	extraplanar	good			
Choronzon Demon	18	CE	Huge	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Chortov	9	LE	Huge	40	0	0	AP 27	outsider	devil	evil	extraplanar	lawful		
Chrestomath	6	N	Medium	0	10	0	AP 63	outsider	extraplanar					
Chrystone	4	N	Medium	20	0	0	Tome of Horrors Complete	construct						
Chupacabra	2	N	Small	20	0	0	Tome of Horrors Complete	magical beast						
Chupacabra	3	N	Small	30	0	0	PFRPG Bestiary 2	magical beast						
Church Grim	5	LG	Small	0	40	0	Tome of Horrors Complete	magical beast	incorporeal					
Churr	5	NE	Large	30	0	0	Tome of Horrors Complete	monstrous humanoid						
Chuul	7	CE	Large	30	0	20	PFRPG Bestiary	aberration	aquatic					
Chuul-Ttaen	9	CE	Large	30	0	20	Tome of Horrors 4	aberration	aquatic					
Cimota	4	LE	Medium	0	60	0	Tome of Horrors 4	undead						
Cinder Ghoul	7	CE	Large	0	40	0	Tome of Horrors Complete	undead	fire					
Cinder Knight	11	N	Medium	30	0	0	Tome of Horrors 4	outsider	elemental	extraplanar	fire			
Ciratto	16	CE	Large	60	0	0	Tome of Horrors 4	outsider	chaotic	demon	evil	extraplanar		
City Guards	0.33	N	Medium	20	0	0	Magnimar City Of Monuments	humanoid	human					
City Watch Captains	4	LN	Medium	30	0	0	Magnimar City Of Monuments	humanoid	human					
Clamor	4	N	Medium	0	50	0	Tome of Horrors Complete	aberration	extraplanar	incorporeal				
Clawbat	1	N	Small	10	50	0	AP 33	magical beast						
Clay Golem	10	N	Large	20	0	0	PFRPG Bestiary	construct						
Cliff Giant	9	NG	Large	40	0	0	PFRPG Bestiary 4	humanoid	giant					
Cloaker	5	CN	Large	10	40	0	PFRPG Bestiary	aberration						
Clockwork Brain Gear	3	NE	Small	0	0	0	Tome of Horrors Complete	construct						
Clockwork Dragon	16	N	Huge	60	0	60	PFRPG Bestiary 4	construct	clockwork					
Clockwork Drone	0.17	N	Tiny	20	0	0	Tome of Horrors Complete	construct						
Clockwork Familiar	2	N	Tiny	30	0	0	AP 63	construct	clockwork					
Clockwork Golem	12	N	Large	30	0	0	PFRPG Bestiary 2	construct						
Clockwork Goliath	19	N	Gargantuan	40	0	0	PFRPG Bestiary 3	construct	clockwork					
Clockwork Leviathan	12	N	Huge	30	0	60	PFRPG Bestiary 3	construct	clockwork	aquatic				
Clockwork Mage	9	N	Medium	30	0	0	PFRPG Bestiary 4	construct	clockwork					
Clockwork Overseer	2	N	Small	40	0	0	Tome of Horrors Complete	construct						
Clockwork Parasite	2	N	Tiny	20	0	0	Tome of Horrors Complete	construct						
Clockwork Scout	0.50	N	Tiny	40	0	0	Tome of Horrors Complete	construct						
Clockwork Servant	2	N	Medium	30	0	0	PFRPG Bestiary 3	construct	clockwork					
Clockwork Snail	10	N	Large	30	0	0	Wardens Of The Reborn Forge	construct	clockwork					
Clockwork Soldier	6	N	Medium	30	0	0	PFRPG Bestiary 3	construct	clockwork					
Clockwork Spy	0.50	N	Tiny	30	0	0	PFRPG Bestiary 3	construct	clockwork					
Clockwork Steed	6	N	Large	50	0	0	PFRPG Bestiary 4	construct	clockwork					
Clockwork Swarm	4	N	Tiny	40	0	0	Tome of Horrors Complete	construct	swarm					
Clockwork Titan	6	N	Large	30	0	0	Tome of Horrors Complete	construct						
Clockwork Warrior	3	N	Medium	20	0	0	Tome of Horrors Complete	construct						
Cloud Giant	11	NG or NE	Huge	50	0	0	PFRPG Bestiary	humanoid	giant					
Clubnek	2	N	Medium	40	0	0	Tome of Horrors Complete	magical beast						
Cobalt Viper	4	N	Medium	30	0	20	Tome of Horrors 4	magical beast	extraplanar					
Cobra Flower	4	N	Large	5	0	0	Tome of Horrors Complete	plant						
Cobra-back Inphidian	3	NE	Medium	30	0	0	Tome of Horrors Complete	monstrous humanoid	reptilian					
Cockatrice	3	N	Small	20	60	0	PFRPG Bestiary	magical beast						
Cockroach Swarm	2	N	Diminutive	20	30	0	PFRPG Bestiary 2	vermin	swarm					
Coffer Corpse	3	CE	Medium	20	0	0	Tome of Horrors Complete	undead						
Cold Rider	8	CE	Medium	30	0	0	PFRPG Bestiary 3	fey	cold					
Colour Out Of Space	10	CN	Huge	30	0	0	PFRPG Bestiary 4	ooze	incorporeal					
Coloxus	12	CE	Medium	30	0	0	PFRPG Bestiary 3	outsider	chaotic	demon	evil	extraplanar		
Common Eurypterid	1	N	Medium	20	40	40	AP 37	vermin	aquatic					
Common Inphidian	3	NE	Medium	30	0	0	Tome of Horrors Complete	monstrous humanoid	reptilian					
Common Time Elemental	8	N	Medium	0	20	0	Tome of Horrors Complete	outsider	elemental	extraplanar	time			
Comozant Wyrd	4	N	Small	20	0	0	PFRPG Bestiary 4	outsider	air	elemental	extraplanar	incorporeal		
Compsognathus	0.50	N	Tiny	40	0	20	PFRPG Bestiary 2	animal						
Conshee	0.33	CN	Tiny	30	0	0	Tome of Horrors 4	fey						
Constrictor Snake	2	N	Medium	20	0	20	PFRPG Bestiary	animal						
Contemplative	2	N	Medium	5	0	0	PFRPG Bestiary 4	monstrous humanoid						
Contemplative Of Ashok	2	N	Medium	5	0	0	Distant Worlds	monstrous humanoid						
Contract Devil	10	LE	Medium	30	0	0	PFRPG Bestiary 3	outsider	devil	evil	extraplanar	lawful		
Cooshee	2	NG	Medium	40	0	0	Tome of Horrors Complete	magical beast						
Coral Capuchin	1	N	Tiny	30	40	0	AP 58	magical beast	aquatic					
Coral Giant	9	CN	Large	40	0	40	Tome of Horrors 4	humanoid	giant					
Coral Golem	9	N	Large	30	0	0	PFRPG Bestiary 4	construct						
Corpse Candle	5	NE	Medium	0	50	50	Tome of Horrors Complete	undead	incorporeal	water				
Corpse Lotus	13	N	Huge	0	0	0	AP 78	plant						
Corpse Orgy	13	CE	Large	30	0	0	Tome of Horrors Complete	aberration						
Corpse Rook	5	NE	Large	10	0	0	Tome of Horrors Complete	magical beast						
Corpsespinner	11	N	Huge	40	0	0	Tome of Horrors Complete	magical beast	extraplanar					
Couatl	10	LG	Large	20	60	0	PFRPG Bestiary	outsider	native					
Courage Heart	15	CG	Medium	30	0	0	AP 68	outsider	chaotic	extraplanar	good			
Coven Ooze	9	N	Large	30	0	0	AP 72	ooze						
Crab Swarm	4	N	Diminutive	30	0	20	PFRPG Bestiary	vermin	aquatic	swarm				
Crabman	2	N	Large	30	0	20	Tome of Horrors Complete	monstrous humanoid						
Crag Giant	11	CE	Large	40	0	0	Tome of Horrors 4	humanoid	giant					
Crag Linnorm	14	CE	Gargantuan	40	100	60	PFRPG Bestiary	dragon						
Crag Man	5	CE	Medium	30	0	0	Tome of Horrors Complete	aberration	earth					
Crawling Hand	0.50	NE	Diminutive	40	0	0	PFRPG Bestiary 2	undead						
Crawling Offspring	5	N	Small	30	0	0	Tome of Horrors 4	aberration						
Crimson Basilisk	6	N	Medium	20	0	0	Tome of Horrors Complete	magical beast						
Crimson Death	10	NE	Medium	60	0	0	Tome of Horrors 4	aberration						
Crimson Whale	8	N	Gargantuan	0	0	40	AP 59	animal						
Criosphinx	7	N	Large	30	0	0	PFRPG Bestiary 3	magical beast						
Crocodile	2	N	Large	20	0	30	PFRPG Bestiary	animal						
Crone Queen	15	NE	Medium	30	0	0	AP 72	undead	cold					
Crucidaemon	15	NE	Medium	50	0	0	PFRPG Bestiary 3	outsider	daemon	evil	extraplanar			
Crucifixion Spirit	11	CE	Medium	0	50	0	Tome of Horrors Complete	undead	incorporeal					
Crypt Thing	5	NE	Medium	30	0	0	PFRPG Bestiary 2	undead						
Crypt Thing	5	N	Medium	30	0	0	Tome of Horrors Complete	undead						
Crysmal	3	N	Small	30	0	0	PFRPG Bestiary 2	outsider	earth	elemental				
Crysolax	15	LE	Huge	50	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Crystal Ooze	4	N	Medium	10	0	30	Tome of Horrors Complete	ooze	aquatic					
Crystalline Golem	5	N	Medium	30	0	0	Tome of Horrors 4	construct						
Crystalline Horror	5	NE	Medium	30	0	0	Tome of Horrors Complete	aberration						
Crystallis	12	N	Large	30	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Cthulhu	30	CE	Colossal	60	200	60	PFRPG Bestiary 4	aberration	chaotic	evil	Great Old One			
Cyclops	5	NE	Large	30	0	0	PFRPG Bestiary	humanoid	giant					
Cythnigot	2	CE	Tiny	40	60	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar	qlippoth		
Cytillipede	6	N	Large	40	0	0	No Response From Deepmar	magical beast						
D'ziriak	3	N	Medium	30	0	0	PFRPG Bestiary 2	outsider	extraplanar					
Dagon	27	CE	Large	20	0	60	Tome of Horrors Complete	outsider	aquatic	chaotic	demon	evil	extraplanar	
Dagon	28	CE	Huge	40	0	120	PFRPG Bestiary 4	outsider	chaotic	demon	evil	extraplanar	water	
Dakon	2	LN	Large	30	0	0	Tome of Horrors Complete	monstrous humanoid						
Dancer Inphidian	3	NE	Medium	30	0	0	Tome of Horrors Complete	monstrous humanoid	reptilian					
Dancing Hut Of Baba Yaga	17	N	Huge	60	0	0	Artifacts & Legends	construct						
Dandasuka	5	LE	Small	30	0	0	PFRPG Bestiary 3	outsider	native	rakshasa	shapechanger			
Dantalion	24	LE	Large	40	0	0	Tome of Horrors 4	outsider	devil	evil	extraplanar	lawful		
Daochyn	5	N	Medium	0	0	50	Tome of Horrors 4	outsider	extraplanar	water				
Daraka Demon	12	CE	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Dark Caller	5	CE	Medium	30	0	0	PFRPG Bestiary 4	humanoid	dark folk					
Dark Creeper	2	CN	Small	30	0	0	PFRPG Bestiary	humanoid	dark folk					
Dark Creeper	2	CN	Small	30	0	0	Tome of Horrors Complete	humanoid	dark folk					
Dark Custodian	9	NE	Medium	0	80	0	Tome of Horrors 4	undead	incorporeal					
Dark Dancer	1	CN	Small	30	0	0	PFRPG Bestiary 4	humanoid	dark folk					
Dark Matter Entropic Ooze	14	N	Huge	20	0	0	Tome of Horrors Complete	ooze	extraplanar					
Dark Naga	8	LE	Large	40	0	0	PFRPG Bestiary	aberration						
Dark Slayer	3	CE	Small	30	0	0	PFRPG Bestiary 2	humanoid	dark folk					
Dark Stalker	4	CN	Medium	30	0	0	PFRPG Bestiary	humanoid	dark folk					
Dark Stalker	4	CN	Medium	30	0	0	Tome of Horrors Complete	humanoid	dark folk					
Dark Young of Shub-Niggurath	12	CE	Huge	30	0	0	AP 46	aberration						
Darkmantle	1	N	Small	20	30	0	PFRPG Bestiary	magical beast						
Darnoc	6	LE	Medium	30	0	0	Tome of Horrors Complete	undead	incorporeal					
Daughter of Urgathoa	8	NE	Large	0	40	0	Inner Sea World Guide	undead						
Dawn Piper	5	CN	Medium	30	0	0	AP 68	fey	extraplanar					
Deadfall Scorpion	8	N	Huge	50	0	0	PFRPG Bestiary 3	vermin						
Deadly Mandrake	2	N	Tiny	30	0	0	Tome of Horrors 4	plant						
Deadly Mantis	11	N	Colossal	60	0	0	Inner Sea Bestiary	vermin						
Death Dog	2	NE	Large	30	0	0	PFRPG Bestiary 4	magical beast						
Death Dog	2	NE	Medium	40	0	0	Tome of Horrors Complete	magical beast						
Death Naga	12	LE	Large	40	0	0	Tome of Horrors 4	undead						
Death Worm	6	N	Large	20	0	0	PFRPG Bestiary 2	magical beast						
Death Worm	6	N	Large	20	0	0	Tome of Horrors Complete	magical beast	earth					
Death Worm Leviathan	11	N	Gargantuan	30	0	0	Mystery Monsters Revisited	magical beast						
Death's Head Inphidian	5	NE	Medium	40	0	0	Tome of Horrors 4	monstrous humanoid	reptilian					
Death's Head Jellyfish	1	N	Small	0	0	20	PFRPG Bestiary 3	vermin	aquatic					
Deathstroke Serpent	12	CE	Huge	20	0	20	Tome of Horrors 4	magical beast						
Deathtrap Ooze	8	N	Large	20	0	0	PFRPG Bestiary 3	ooze	shapechanger					
Deathweb	6	N	Large	30	0	0	PFRPG Bestiary 3	undead						
Decapus	3	CE	Medium	10	0	0	Tome of Horrors Complete	aberration						
Decapus	4	CE	Medium	10	0	0	PFRPG Bestiary 2	aberration						
Deep Hunter Sea Serpent	22	LN	Gargantuan	0	0	60	Tome of Horrors Complete	dragon	aquatic					
Deep Sea Serpent	19	N	Gargantuan	10	0	50	PFRPG Bestiary 3	magical beast	aquatic					
Deer	0.25	N	Medium	40	0	0	Tome of Horrors Complete	animal						
Defender Globe	3	N	Small	5	0	0	Tome of Horrors 4	outsider	elemental	native				
Deinonychus	3	N	Medium	60	0	0	PFRPG Bestiary	animal						
Deinosuchus	8	N	Gargantuan	30	0	40	AP 58	animal						
Delver	9	N	Huge	30	0	0	Misfit Monsters	aberration	earth					
Demi-lich	14	NE	Tiny	0	30	0	Tome of Horrors Complete	undead						
Demilich	14	NE	Tiny	0	30	0	PFRPG Bestiary 3	undead						
Demiurge	6	CE	Medium	0	40	0	Tome of Horrors Complete	undead	incorporeal					
Demon Lord, Shax	28	CE	Medium	50	0	0	AP 74	outsider	chaotic	demon	evil	extraplanar		
Demonic Deadfall Scorpion	9	CE	Huge	50	0	0	The Worldwound	magical beast	augmented vermin					
Demonic Knight	12	CE	Medium	20	0	0	Tome of Horrors Complete	outsider	chaotic	evil	extraplanar			
Demonic Mist	5	CE	Medium	0	50	0	Tome of Horrors 4	outsider	chaotic	evil	extraplanar			
Demoriel	19	LE	Medium	40	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Denizen of Leng	8	CE	Medium	40	0	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar			
Derakni	10	CE	Large	30	0	0	The Worldwound	outsider	chaotic	demon	evil	extraplanar		
Derghodaemon	10	NE	Large	40	0	0	Tome of Horrors Complete	outsider	daemon	evil	extraplanar			
Derghodaemon	12	NE	Large	40	0	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Derhii	5	N	Large	30	60	0	PFRPG Bestiary 3	monstrous humanoid						
